sentence,entity1,entity1_label,entity2,entity2_label,relation
"But the tribes of the Eastern Papuo - Melanesian or Massim area , must be described here somewhat more in detail , as it is within this fairly homogeneous area that the Kula takes place .",the Eastern Papuo - Melanesian,ORG,Kula,EVENT,
"Indeed , the Kula sphere of influence and the ethnographic area of the Massim tribes almost completely overlap , and we can speak about the Kula type of culture and the Massim culture almost synonymously .",Kula,EVENT,Kula,EVENT,
"The adjacent Map III shows the Kula district , that is , the easternmost end of the main island and the archipelagoes lying to III East and North - East .",Kula,EVENT,III East,LOC,
"The adjacent Map III shows the Kula district , that is , the easternmost end of the main island and the archipelagoes lying to III East and North - East .",Kula,EVENT,North - East,LOC,
"The adjacent Map III shows the Kula district , that is , the easternmost end of the main island and the archipelagoes lying to III East and North - East .",III East,LOC,North - East,LOC,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",C. G. Seligman,PERSON,the Trobriands,LOCATION,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",C. G. Seligman,PERSON,the Marshall Bennets,FAC,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",C. G. Seligman,PERSON,Woodlarks,PERSON,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",C. G. Seligman,PERSON,Murua,GPE,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",C. G. Seligman,PERSON,Laughlans,NORP,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",C. G. Seligman,PERSON,Nada,PERSON,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",the Trobriands,LOCATION,the Marshall Bennets,FAC,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",the Trobriands,LOCATION,Woodlarks,PERSON,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",the Trobriands,LOCATION,Murua,GPE,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",the Trobriands,LOCATION,Laughlans,NORP,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",the Trobriands,LOCATION,Nada,PERSON,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",the Marshall Bennets,FAC,Woodlarks,PERSON,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",the Marshall Bennets,FAC,Murua,GPE,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",the Marshall Bennets,FAC,Laughlans,NORP,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",the Marshall Bennets,FAC,Nada,PERSON,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",Woodlarks,PERSON,Murua,GPE,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",Woodlarks,PERSON,Laughlans,NORP,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",Woodlarks,PERSON,Nada,PERSON,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",Murua,GPE,Laughlans,NORP,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",Murua,GPE,Nada,PERSON,
"As Professor C. G. Seligman says : "" This area can be divided into two parts , a small northern portion comprising the Trobriands , the Marshall Bennets , the Woodlarks ( Murua ) , as well as a number of smaller islands such as the Laughlans ( Nada ) , and a far larger southern portion comprising the remainder of the Massim domain "" ( op .",Laughlans,NORP,Nada,PERSON,
"This division is represented on Map III by the thick line isolating to the North the Amphletts , the Trobriands , the small Marshall Bennet Group , Woodlark Island and the Laughlan Group .",the North the Amphletts,ORG,the Trobriands,LOCATION,
